host_id,host_kpi,host_name,host_since_year,host_since_anniversary,host_since_ann_cleaned,host_since_month,host_since_day,host_since_month_cleaned,host_since_day_cleaned,host_since_date,host_account_age,id,neighborhood,neighborhood_cleaned,city,neighborhood_kpi,city_cleaned,state,state_cleaned,zipcode,country,latitude,longitude,location,property_type,room_type,accommodates,bathrooms,bedrooms,bedrooms_kpi,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,number_of_reviews_kpi,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,apx_number_of_stays,est_daily_revenue_include0,est_daily_revenue_include1,est_daily_revenue_include>1,est_daily_revenue,est_revenue_per_booking,est_total_revenue,est_yearly_revenue
1826139,Top,Esther & Jan,2012,POINT(28.0 2.0),28.0 2.0,2.0,28.0,2,28,2/28/2012,6.99,510836,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3809786,4.89241358,POINT(4.89241358 52.3809786),Apartment,Entire home/apt,15,3.5,5,3 or more,10,Real Bed,500,8,40,2,within an hour,1,54,Medium,97,10,10,9,10,10,9,108,,,500,500,1000,108000,15445.18
1826139,Top,Esther & Jan,2012,POINT(28.0 2.0),28.0 2.0,2.0,28.0,2,28,2/28/2012,6.99,422044,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3784217,4.89536156,POINT(4.89536156 52.3784217),Apartment,Entire home/apt,8,2,3,3 or more,6,Real Bed,275,4,40,2,within an hour,1,76,Medium,97,10,10,10,10,10,9,152,,,275,275,550,83600,11955.72
1826139,Top,Esther & Jan,2012,POINT(28.0 2.0),28.0 2.0,2.0,28.0,2,28,2/28/2012,6.99,361342,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38007376,4.89312817,POINT(4.89312817 52.38007376),Apartment,Entire home/apt,6,1.5,2,2,4,Real Bed,225,4,35,2,within an hour,1,46,Low,99,10,10,10,10,10,9,92,,,225,225,450,41400,5920.65
187580,Low,Monique,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,568110,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36786098,4.887054786,POINT(4.887054786 52.36786098),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,195,1,0,4,within an hour,1,13,Low,94,9,10,9,10,10,9,26,,195,,195,780,20280,2366.22
1827408,Low,Chris,2012,POINT(28.0 2.0),28.0 2.0,2.0,28.0,2,28,2/28/2012,6.99,1325394,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1058 LZ,Netherlands,52.35469081,4.843313827,POINT(4.843313827 52.35469081),House,Entire home/apt,3,1.5,1,1,2,Real Bed,95,2,25,5,N/A,1,18,Low,96,10,10,10,10,9,10,36,,,95,95,475,17100,2445.49
1827408,Low,Chris,2012,POINT(28.0 2.0),28.0 2.0,2.0,28.0,2,28,2/28/2012,6.99,4215376,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1058 LZ,Netherlands,52.3542046,4.843012016,POINT(4.843012016 52.3542046),House,Private room,2,1.5,1,1,1,Real Bed,50,1,20,5,within a day,1,1,Low,100,10,10,10,10,10,10,2,,70,,70,350,700,100.11
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1034129,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072 NL,Netherlands,52.35262277,4.886566979,POINT(4.886566979 52.35262277),Apartment,Entire home/apt,6,1,2,2,4,Real Bed,240,4,40,3,within a few hours,0.96,13,Low,91,8,9,10,9,9,9,26,,,240,240,720,18720,2678.21
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,5387855,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1054 ZH,Netherlands,52.36631004,4.873678501,POINT(4.873678501 52.36631004),House,Entire home/apt,5,2.5,3,3 or more,3,Real Bed,220,2,50,5,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,,220,220,1100,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,5755553,Zuid,South,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1071,Netherlands,52.35232162,4.878168795,POINT(4.878168795 52.35232162),House,Entire home/apt,4,1,2,2,2,Real Bed,280,1,0,4,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,280,,280,1120,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,439082,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35643597,4.887203575,POINT(4.887203575 52.35643597),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,165,2,45,4,within a few hours,0.96,63,Medium,99,10,10,10,10,10,10,126,,,165,165,660,83160,11897.45
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1341241,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1076 CJ,Netherlands,52.34411623,4.857856379,POINT(4.857856379 52.34411623),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,145,2,50,3,within a few hours,0.96,2,Low,91,8,10,9,9,10,9,4,,,145,145,435,1740,248.94
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1703361,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 NB,Netherlands,52.36570816,4.883560284,POINT(4.883560284 52.36570816),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,165,2,40,3,within a few hours,0.96,12,Low,90,9,9,9,10,10,8,24,,,165,165,495,11880,1699.64
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,616730,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35612244,4.887478101,POINT(4.887478101 52.35612244),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,150,2,40,5,within a few hours,0.96,14,Low,91,10,9,9,10,10,9,28,,,150,150,750,21000,3004.41
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,834588,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35946977,4.860273988,POINT(4.860273988 52.35946977),Apartment,Entire home/apt,4,1,1,1,1,Real Bed,180,2,35,10,within a few hours,0.96,26,Low,95,10,9,9,10,9,9,52,,,180,180,1800,93600,13391.07
187728,Low,Tanya,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,634772,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1015,Netherlands,52.38122515,4.883545849,POINT(4.883545849 52.38122515),House,Entire home/apt,4,1.5,1,1,1,Real Bed,170,2,25,2,within a few hours,0.95,1,Low,100,10,10,10,10,10,10,2,,,170,170,340,680,79.34
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,3699518,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011 TZ,Netherlands,52.37207298,4.908160885,POINT(4.908160885 52.37207298),Apartment,Entire home/apt,3,1.5,2,2,2,Real Bed,130,2,35,5,within a few hours,0.96,1,Low,100,10,10,10,10,10,10,2,,,130,130,650,1300,185.99
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,2449350,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.36238038,4.915081863,POINT(4.915081863 52.36238038),Apartment,Entire home/apt,3,1.5,2,2,2,Real Bed,150,2,50,4,within a few hours,0.96,9,Low,91,8,8,8,9,10,8,18,,,150,150,600,10800,1545.12
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1635071,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072 XM,Netherlands,52.35759346,4.888442972,POINT(4.888442972 52.35759346),Apartment,Entire home/apt,3,1,1,1,2,Real Bed,135,2,45,6,within a few hours,0.96,6,Low,96,10,10,10,10,10,9,12,,,135,135,810,9720,1390.61
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,2049891,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37145046,4.908415361,POINT(4.908415361 52.37145046),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,140,2,35,5,within a few hours,0.96,3,Low,99,9,10,10,10,10,10,6,,,140,140,700,4200,600.88
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1957586,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35453047,4.900646135,POINT(4.900646135 52.35453047),Apartment,Entire home/apt,3,1.5,1,1,2,Real Bed,130,2,40,3,within a few hours,0.96,9,Low,89,9,9,8,9,9,8,18,,,130,130,390,7020,1004.33
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,2937149,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016 DR,Netherlands,52.37333531,4.887207918,POINT(4.887207918 52.37333531),Apartment,Entire home/apt,3,1.5,1,1,4,Real Bed,155,2,40,4,within a few hours,0.96,11,Low,80,9,9,10,10,10,8,22,,,155,155,620,13640,1951.43
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,3221616,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36200614,4.865818222,POINT(4.865818222 52.36200614),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,110,1,0,4,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,110,,110,440,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1889461,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.3637355,4.902168766,POINT(4.902168766 52.3637355),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,155,1,0,4,within a few hours,0.96,1,Low,100,8,10,10,10,10,10,2,,155,,155,620,1240,177.40
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,1779762,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1052 CV,Netherlands,52.37701814,4.877037373,POINT(4.877037373 52.37701814),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,155,1,0,4,within a few hours,0.96,5,Low,100,10,10,10,10,10,9,10,,155,,155,620,6200,887.02
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,4972390,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1052 CW,Netherlands,52.3758667,4.876611263,POINT(4.876611263 52.3758667),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,155,1,0,4,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,155,,155,620,0,0.00
187728,Low,Tanya,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,5505515,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017 HH,Netherlands,52.36362147,4.892492851,POINT(4.892492851 52.36362147),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,130,2,50,4,within a few hours,0.97,0,Low,95,10,10,10,10,9,9,0,,,130,130,520,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,2636735,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054 ZJ,Netherlands,52.36235879,4.865154792,POINT(4.865154792 52.36235879),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,130,2,40,6,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,,130,130,780,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,3990282,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011 BM,Netherlands,52.37279851,4.906356578,POINT(4.906356578 52.37279851),Apartment,Entire home/apt,2,1,1,1,2,Real Bed,145,1,0,4,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,145,,145,580,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,3000232,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1018 GP,Netherlands,52.36002611,4.908242361,POINT(4.908242361 52.36002611),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,130,2,0,4,within a few hours,0.96,1,Low,80,10,10,6,6,10,6,2,,,130,130,520,1040,148.79
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,4599675,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1075 PE,Netherlands,52.3506712,4.861541082,POINT(4.861541082 52.3506712),Apartment,Entire home/apt,2,1.5,1,1,1,Real Bed,165,1,0,4,within a few hours,0.96,0,Low,95,10,10,10,10,9,9,0,,165,,165,660,0,0.00
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,2538401,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35770496,4.892454317,POINT(4.892454317 52.35770496),Apartment,Entire home/apt,2,1.5,1,1,2,Real Bed,160,1,0,3,within a few hours,0.96,15,Low,99,10,10,10,10,10,10,30,,160,,160,480,14400,2060.16
1829492,Top,Fred & Wietske,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,827526,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36930287,4.892975793,POINT(4.892975793 52.36930287),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,155,2,0,5,within a few hours,0.96,11,Low,89,9,8,9,9,10,9,22,,,155,155,775,17050,2439.29
1829761,Low,Willem,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,656200,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35339361,4.937900257,POINT(4.937900257 52.35339361),Apartment,Entire home/apt,4,1,2,2,3,Real Bed,120,2,25,3,N/A,1,2,Low,95,10,10,10,10,9,9,4,,,120,120,360,1440,206.02
1830475,Low,Kees,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,362193,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36463109,4.885639302,POINT(4.885639302 52.36463109),Apartment,Entire home/apt,7,1.5,2,2,2,Real Bed,199,4,40,2,N/A,1,8,Low,73,8,5,9,10,9,8,16,,,199,199,398,6368,911.05
1831568,Low,Roel,2012,POINT(29.0 2.0),29.0 2.0,2.0,29.0,2,29,2/29/2012,6.99,362458,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37021068,4.930074873,POINT(4.930074873 52.37021068),Apartment,Private room,2,1,1,1,1,Real Bed,50,1,25,2,within a day,0.87,6,Low,96,10,10,10,9,9,9,12,,75,,75,150,1800,257.52
1835494,Low,Zulilah,2012,POINT(1.0 3.0),1.0 3.0,3.0,1.0,3,1,3/1/2012,6.99,363166,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37162598,4.889349612,POINT(4.889349612 52.37162598),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,2,0,7,within a day,1,21,Low,96,10,9,10,9,10,10,42,,,100,100,700,29400,4207.82
187728,Low,Tanya,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,44129,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 JJ,Netherlands,52.38071123,4.886104318,POINT(4.886104318 52.38071123),Apartment,Entire home/apt,2,1.5,1,1,1,Real Bed,200,2,0,1,within a few hours,0.95,136,High,98,10,10,10,10,10,9,272,,,200,200,200,54400,6347.25
1848809,Low,Neel,2012,POINT(3.0 3.0),3.0 3.0,3.0,3.0,3,3,3/3/2012,6.98,477280,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35593875,4.902506735,POINT(4.902506735 52.35593875),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,110,2,40,3,within an hour,1,22,Low,94,10,9,10,10,10,9,44,,,110,110,330,14520,2079.78
1849726,Low,Sarin,2012,POINT(3.0 3.0),3.0 3.0,3.0,3.0,3,3,3/3/2012,6.98,2700366,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1094,Netherlands,52.3636509,4.937756826,POINT(4.937756826 52.3636509),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,75,1,0,3,within a day,0.9,10,Low,98,10,9,9,10,9,10,20,,75,,75,225,4500,644.56
1849988,Low,Nicolet,2012,POINT(3.0 3.0),3.0 3.0,3.0,3.0,3,3,3/3/2012,6.98,366438,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011,Netherlands,52.36955051,4.89840985,POINT(4.89840985 52.36955051),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,100,2,30,2,within a few hours,1,208,High,95,10,10,10,10,10,9,416,,,100,100,200,83200,11917.18
1855417,Low,Olga & Maarten,2012,POINT(4.0 3.0),4.0 3.0,3.0,4.0,3,4,3/4/2012,6.98,367491,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.37062493,4.880284145,POINT(4.880284145 52.37062493),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,149,2,0,3,within a few hours,1,23,Low,97,10,10,10,10,10,9,46,,,149,149,447,20562,2946.36
1856920,Low,Federico,2012,POINT(4.0 3.0),4.0 3.0,3.0,4.0,3,4,3/4/2012,6.98,1458877,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37398166,4.876517007,POINT(4.876517007 52.37398166),Apartment,Entire home/apt,2,1,0,0,1,Pull-out Sofa,120,1,0,3,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,120,,120,360,0,0.00
1865809,Low,R & S,2012,POINT(5.0 3.0),5.0 3.0,3.0,5.0,3,5,3/5/2012,6.98,370181,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35100612,4.895958432,POINT(4.895958432 52.35100612),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,149,2,0,4,within a day,1,6,Low,100,10,10,10,10,10,10,12,,,149,149,596,7152,1025.22
1869083,Low,Nicky,2012,POINT(6.0 3.0),6.0 3.0,3.0,6.0,3,6,3/6/2012,6.97,5202774,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1012 HR,Netherlands,52.37106968,4.893448265,POINT(4.893448265 52.37106968),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,135,1,0,3,within an hour,1,2,Low,100,10,10,10,10,10,10,4,,135,,135,405,1620,232.31
1869958,Low,Stefan,2012,POINT(6.0 3.0),6.0 3.0,3.0,6.0,3,6,3/6/2012,6.97,371208,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37284296,4.894345393,POINT(4.894345393 52.37284296),Apartment,Entire home/apt,2,0,1,1,1,Real Bed,110,2,15,3,within an hour,1,14,Low,96,10,10,9,9,10,9,28,,,110,110,330,9240,1325.05
1881746,Low,Marieke,2012,POINT(8.0 3.0),8.0 3.0,3.0,8.0,3,8,3/8/2012,6.97,574760,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37107145,4.861838931,POINT(4.861838931 52.37107145),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,69,1,10,2,within a day,0.7,161,High,98,10,10,10,10,10,9,322,,79,,79,158,50876,7301.56
1882069,Low,Kriss,2012,POINT(8.0 3.0),8.0 3.0,3.0,8.0,3,8,3/8/2012,6.97,4054356,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36154897,4.864284614,POINT(4.864284614 52.36154897),Apartment,Shared room,1,1,1,1,1,Couch,39,1,0,1,within a few hours,0.8,12,Low,90,9,10,9,9,10,9,24,,39,,39,39,936,134.33
187728,Low,Tanya,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,1129362,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012 KE,Netherlands,52.37014237,4.894398592,POINT(4.894398592 52.37014237),Bed & Breakfast,Entire home/apt,2,1.5,1,1,1,Real Bed,365,1,0,2,within a few hours,0.95,0,Low,95,10,10,10,10,9,9,0,,365,,365,730,0,0.00
1884436,Low,Lennart,2012,POINT(8.0 3.0),8.0 3.0,3.0,8.0,3,8,3/8/2012,6.97,725867,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35636725,4.884962093,POINT(4.884962093 52.35636725),Apartment,Entire home/apt,3,1,1,1,2,Real Bed,125,2,35,2,a few days or more,0.42,39,Low,95,10,9,9,9,9,9,78,,,125,125,250,19500,2798.58
1885247,Low,Jasper,2012,POINT(8.0 3.0),8.0 3.0,3.0,8.0,3,8,3/8/2012,6.97,3192584,IJburg - Zeeburgereiland,IJburg - Zeeburgereiland,Amsterdam,Low,Amsterdam,North Holland,North Holland,1086VA,Netherlands,52.36441807,4.982933183,POINT(4.982933183 52.36441807),House,Entire home/apt,5,1.5,2,2,4,Real Bed,199,4,20,3,within an hour,1,11,Low,96,9,10,10,10,9,9,22,,,199,199,597,13134,1884.95
1885360,Low,Merel,2012,POINT(8.0 3.0),8.0 3.0,3.0,8.0,3,8,3/8/2012,6.97,637131,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37454694,4.877988507,POINT(4.877988507 52.37454694),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,1,0,2,N/A,1,1,Low,80,10,10,10,10,10,8,2,,100,,100,200,400,57.41
1888971,Low,Cathalijne,2012,POINT(9.0 3.0),9.0 3.0,3.0,9.0,3,9,3/9/2012,6.97,1501651,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37629353,4.850931197,POINT(4.850931197 52.37629353),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,80,1,0,1,within an hour,1,6,Low,88,8,8,9,9,8,9,12,,80,,80,80,960,137.83
1891300,Low,Jocelyn,2012,POINT(9.0 3.0),9.0 3.0,3.0,9.0,3,9,3/9/2012,6.97,5433160,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1011 AR,Netherlands,52.3753177,4.905024774,POINT(4.905024774 52.3753177),Apartment,Private room,2,1,1,1,1,Real Bed,80,1,0,2,within a few hours,0.86,3,Low,100,8,8,10,9,10,9,6,,80,,80,160,960,137.83
1894067,Low,Marc,2012,POINT(10.0 3.0),10.0 3.0,3.0,10.0,3,10,3/10/2012,6.96,376765,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1054 NG,Netherlands,52.36526559,4.867980402,POINT(4.867980402 52.36526559),Bed & Breakfast,Private room,2,2,1,1,1,Real Bed,40,1,20,2,within an hour,1,157,High,90,9,9,10,9,9,9,314,,60,,60,120,37680,5411.96
1895643,Low,Annebet,2012,POINT(10.0 3.0),10.0 3.0,3.0,10.0,3,10,3/10/2012,6.96,924151,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36411482,4.862829682,POINT(4.862829682 52.36411482),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,2,35,1,within a day,0.77,8,Low,97,10,9,9,9,9,9,16,,,100,100,100,1600,229.81
1899420,Low,Rosie,2012,POINT(11.0 3.0),11.0 3.0,3.0,11.0,3,11,3/11/2012,6.96,1057494,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1077,Netherlands,52.34861261,4.875145398,POINT(4.875145398 52.34861261),Apartment,Private room,2,1,1,1,1,Real Bed,65,1,20,1,within an hour,1,128,High,90,9,9,9,9,9,9,256,,85,,85,85,21760,3126.61
1899420,Low,Rosie,2012,POINT(11.0 3.0),11.0 3.0,3.0,11.0,3,11,3/11/2012,6.96,1630603,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1077 KB,Netherlands,52.34642419,4.875957437,POINT(4.875957437 52.34642419),Apartment,Private room,1,1,1,1,1,Real Bed,59,1,0,1,within an hour,1,68,Medium,92,9,10,9,10,9,9,136,,59,,59,59,8024,1152.94
1899873,Low,Liz,2012,POINT(11.0 3.0),11.0 3.0,3.0,11.0,3,11,3/11/2012,6.96,378110,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.36966201,4.875244958,POINT(4.875244958 52.36966201),Boat,Entire home/apt,2,1,1,1,2,Real Bed,119,2,30,3,within a few hours,0.9,107,High,98,10,10,10,10,10,10,214,,,119,119,357,76398,10977.33
187728,Low,Tanya,2010,POINT(1.0 8.0),1.0 8.0,8.0,1.0,8,1,8/1/2010,8.57,5856059,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1091,Netherlands,52.35471197,4.907448704,POINT(4.907448704 52.35471197),Apartment,Entire home/apt,2,1.5,1,1,1,Real Bed,140,1,100,1,within a few hours,0.95,0,Low,95,10,10,10,10,9,9,0,,240,,240,240,0,0.00
